@relation whatever

@attribute A { 0 , 1 } 
@attribute S { 0 , 1 } 
@attribute J { 1 , 0 } 
@attribute O { 0 , 1 } 
@attribute AD numeric
@attribute CC numeric
@attribute APL numeric
@attribute AS numeric
@attribute R { 0 , 1 } 


@data
0 , 0 , 1 , 0 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 0 
0 , 0 , 1 , 0 , 4.385542169 , 0.68332022 , 2.808581674 , 5.108433735 , 0 
0 , 0 , 1 , 0 , 4.385542169 , 0.68332022 , 2.808581674 , 5.108433735 , 0 
1 , 1 , 0 , 1 , 4.369477912 , 0.683904076 , 2.805624689 , 5.078982597 , 1 
1 , 0 , 0 , 0 , 4.37751004 , 0.685316755 , 2.806435395 , 5.100401606 , 0 
0 , 1 , 1 , 1 , 4.323962517 , 0.692587724 , 2.806324629 , 5.033467202 , 1 
0 , 0 , 1 , 0 , 4.358768407 , 0.684372213 , 2.813979566 , 5.081659973 , 0 
1 , 1 , 1 , 1 , 4.222222222 , 0.672743246 , 2.835361864 , 4.924119241 , 1 
1 , 0 , 0 , 0 , 4.357526882 , 0.683389628 , 2.815359681 , 5.083333333 , 0 
0 , 1 , 0 , 0 , 4.383378016 , 0.683039669 , 2.809252845 , 5.107238606 , 0 
1 , 0 , 0 , 0 , 4.385542169 , 0.68332022 , 2.808581674 , 5.108433735 , 0 
0 , 0 , 1 , 0 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 0 
0 , 0 , 1 , 0 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 0 
1 , 0 , 1 , 0 , 4.385542169 , 0.68332022 , 2.808581674 , 5.108433735 , 0 
1 , 1 , 1 , 1 , 4.289156627 , 0.686926242 , 2.825365726 , 4.963855422 , 1 
0 , 0 , 1 , 0 , 4.385542169 , 0.68332022 , 2.808581674 , 5.108433735 , 0 
0 , 0 , 1 , 0 , 4.345381526 , 0.686879714 , 2.815622275 , 5.052208835 , 0 
0 , 0 , 1 , 0 , 4.37751004 , 0.683914843 , 2.776781203 , 5.092369478 , 0 
0 , 0 , 1 , 0 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 0 
0 , 1 , 1 , 1 , 4.385542169 , 0.68332022 , 2.808581674 , 5.108433735 , 1 
0 , 0 , 1 , 0 , 4.37852349 , 0.682477073 , 2.810148515 , 5.103355705 , 0 
0 , 0 , 1 , 0 , 4.382352941 , 0.683480826 , 2.808458019 , 5.104278075 , 0 
0 , 0 , 1 , 0 , 4.37751004 , 0.683914843 , 2.776781203 , 5.092369478 , 0 
0 , 0 , 1 , 0 , 4.360962567 , 0.685790725 , 2.747779519 , 5.07486631 , 0 
1 , 0 , 1 , 0 , 4.376 , 0.683413627 , 2.807911001 , 5.096 , 0 
0 , 0 , 1 , 0 , 4.372155288 , 0.684480379 , 2.811428571 , 5.089692102 , 0 
0 , 0 , 1 , 0 , 4.381842457 , 0.683413627 , 2.807911001 , 5.102803738 , 0 
0 , 0 , 1 , 0 , 4.345381526 , 0.686879714 , 2.815622275 , 5.052208835 , 0 
0 , 0 , 1 , 0 , 4.326639893 , 0.694820393 , 2.831980415 , 5.038821954 , 0 
0 , 0 , 1 , 0 , 4.345381526 , 0.686879714 , 2.815622275 , 5.052208835 , 0 
1 , 1 , 1 , 1 , 4.278820375 , 0.69667805 , 2.818097509 , 4.962466488 , 1 
0 , 0 , 1 , 0 , 4.376 , 0.683413627 , 2.807911001 , 5.096 , 0 
0 , 0 , 1 , 0 , 4.374331551 , 0.683577973 , 2.775686865 , 5.085561497 , 0 
1 , 1 , 0 , 1 , 4.344919786 , 0.690604428 , 2.680537681 , 5.021390374 , 1 
0 , 1 , 0 , 1 , 4.31409396 , 0.692495673 , 2.751279978 , 4.990604027 , 1 
1 , 0 , 0 , 0 , 4.379679144 , 0.684869394 , 2.805753596 , 5.101604278 , 0 
0 , 0 , 1 , 0 , 4.361445783 , 0.684731013 , 2.45327487 , 5.081659973 , 0 
0 , 0 , 1 , 0 , 4.37751004 , 0.683847443 , 2.758877796 , 5.089692102 , 0 
0 , 0 , 1 , 0 , 4.372654156 , 0.684335209 , 2.474004874 , 5.085790885 , 0 
1 , 0 , 0 , 0 , 4.383378016 , 0.683039669 , 2.809252845 , 5.107238606 , 0 
1 , 1 , 1 , 1 , 4.327077748 , 0.692587724 , 2.80656168 , 5.037533512 , 1 
0 , 0 , 1 , 0 , 4.371657754 , 0.68364532 , 2.809175449 , 5.088235294 , 0 
0 , 0 , 1 , 0 , 4.377005348 , 0.683334974 , 2.80910553 , 5.098930481 , 0 
0 , 0 , 1 , 0 , 4.345381526 , 0.686879714 , 2.815622275 , 5.052208835 , 0 
0 , 0 , 1 , 0 , 4.360962567 , 0.685790725 , 2.747779519 , 5.07486631 , 0 
0 , 0 , 1 , 0 , 4.360962567 , 0.685790725 , 2.747779519 , 5.07486631 , 0 
0 , 1 , 1 , 0 , 4.309973046 , 0.684925907 , 2.826125668 , 5.026954178 , 0 
0 , 0 , 1 , 0 , 4.373154362 , 0.682922014 , 2.811400248 , 5.097986577 , 0 
0 , 0 , 1 , 0 , 4.372155288 , 0.684480379 , 2.811428571 , 5.087014726 , 0 
0 , 0 , 1 , 0 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 0 
0 , 0 , 1 , 0 , 4.377005348 , 0.684210526 , 2.809641839 , 5.098930481 , 0 
1 , 0 , 1 , 0 , 4.383378016 , 0.683039669 , 2.809252845 , 5.107238606 , 0 
0 , 1 , 1 , 1 , 4.327077748 , 0.692587724 , 2.80656168 , 5.037533512 , 1 
0 , 1 , 1 , 1 , 4.327077748 , 0.692587724 , 2.80656168 , 5.037533512 , 1 
1 , 1 , 1 , 1 , 4.299866131 , 0.703624079 , 2.695618989 , 4.963855422 , 1 
0 , 0 , 1 , 0 , 4.37852349 , 0.682477073 , 2.810148515 , 5.103355705 , 0 
1 , 1 , 1 , 1 , 4.299866131 , 0.703624079 , 2.695618989 , 4.963855422 , 1 
0 , 0 , 1 , 0 , 4.35924933 , 0.685425542 , 2.811361066 , 5.077747989 , 0 
1 , 1 , 0 , 1 , 4.326203209 , 0.698268004 , 2.698513175 , 5.029411765 , 1 
0 , 0 , 1 , 0 , 4.358768407 , 0.685467883 , 2.421374896 , 5.078982597 , 0 
0 , 0 , 1 , 0 , 4.372654156 , 0.684537915 , 2.424162746 , 5.09383378 , 0 
1 , 1 , 0 , 1 , 4.326203209 , 0.698268004 , 2.698513175 , 5.029411765 , 1 
0 , 1 , 0 , 0 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 0 
1 , 1 , 1 , 1 , 4.326203209 , 0.696259301 , 2.816025303 , 5.026737968 , 1 
0 , 1 , 1 , 1 , 4.26541555 , 0.703257568 , 2.823147124 , 4.943699732 , 1 
0 , 1 , 1 , 1 , 4.284946237 , 0.703668862 , 2.81744817 , 4.970430108 , 1 
1 , 1 , 1 , 1 , 4.329317269 , 0.696259301 , 2.816264663 , 5.030789826 , 1 
1 , 0 , 0 , 0 , 4.385542169 , 0.68332022 , 2.808581674 , 5.108433735 , 0 
0 , 1 , 1 , 1 , 4.310575636 , 0.692589577 , 2.750572391 , 4.985274431 , 1 
0 , 1 , 1 , 1 , 4.308724832 , 0.692825112 , 2.752226721 , 4.985234899 , 1 
0 , 1 , 1 , 0 , 4.26541555 , 0.703257568 , 2.823147124 , 4.943699732 , 1 
0 , 1 , 0 , 1 , 4.271505376 , 0.703331238 , 2.823765389 , 4.951612903 , 1 
0 , 0 , 1 , 0 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 0 
0 , 1 , 1 , 1 , 4.308724832 , 0.692825112 , 2.752226721 , 4.977181208 , 1 
0 , 1 , 1 , 1 , 4.303355705 , 0.692872438 , 2.752903052 , 4.974496644 , 1 
1 , 1 , 1 , 1 , 4.332439678 , 0.698176292 , 2.6990134 , 5.037533512 , 1 
0 , 1 , 0 , 1 , 4.331994645 , 0.698268004 , 2.698513175 , 5.036144578 , 1 
0 , 1 , 0 , 1 , 4.308724832 , 0.692825112 , 2.752226721 , 4.977181208 , 1 
1 , 1 , 1 , 1 , 4.376 , 0.683413627 , 2.807911001 , 5.096 , 1 
1 , 1 , 1 , 1 , 4.376 , 0.683413627 , 2.807911001 , 5.096 , 1 
0 , 1 , 1 , 0 , 4.345381526 , 0.684258142 , 2.808545918 , 5.038821954 , 0 
1 , 1 , 1 , 1 , 4.244952894 , 0.70653789 , 2.824368206 , 4.917900404 , 1 
1 , 0 , 1 , 0 , 4.376 , 0.683413627 , 2.807911001 , 5.096 , 0 
1 , 1 , 1 , 1 , 4.332439678 , 0.698176292 , 2.6990134 , 5.037533512 , 1 
0 , 0 , 1 , 0 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 0 
1 , 1 , 0 , 1 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 1 
0 , 0 , 1 , 0 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 0 
0 , 1 , 0 , 1 , 4.376 , 0.683413627 , 2.807911001 , 5.096 , 1 
1 , 0 , 0 , 0 , 4.376502003 , 0.68332022 , 2.808358061 , 5.097463284 , 0 
