@relation whatever

@attribute A { 0 , 1 } 
@attribute S { 1 , 0 } 
@attribute J { 0 , 1 } 
@attribute O { 0 , 1 } 
@attribute AD numeric
@attribute CC numeric
@attribute APL numeric
@attribute AS numeric
@attribute R { 0 , 1 } 


@data
0 , 0 , 1 , 0 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 0 
0 , 0 , 1 , 0 , 4.369477912 , 0.682881105 , 2.810225303 , 5.089692102 , 0 
0 , 0 , 1 , 0 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 0 
0 , 0 , 1 , 0 , 4.383378016 , 0.683039669 , 2.809252845 , 5.107238606 , 0 
0 , 0 , 1 , 0 , 4.374331551 , 0.685316755 , 2.80620837 , 5.096256684 , 0 
0 , 0 , 1 , 0 , 4.369477912 , 0.683945498 , 2.560189449 , 5.092369478 , 0 
0 , 1 , 0 , 0 , 4.383378016 , 0.683039669 , 2.809252845 , 5.107238606 , 0 
0 , 0 , 1 , 0 , 4.322147651 , 0.694566215 , 2.833505288 , 5.033557047 , 0 
0 , 1 , 0 , 0 , 4.283018868 , 0.694946974 , 2.844814039 , 5 , 0 
1 , 0 , 0 , 0 , 4.37751004 , 0.683443317 , 2.809853924 , 5.100401606 , 0 
0 , 0 , 1 , 0 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 0 
0 , 0 , 1 , 0 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 0 
0 , 0 , 1 , 0 , 4.343163539 , 0.684756584 , 2.816658329 , 5.010723861 , 0 
0 , 1 , 0 , 0 , 4.360962567 , 0.685069754 , 2.811129012 , 5.06684492 , 0 
0 , 0 , 1 , 0 , 4.370967742 , 0.681534962 , 2.81126935 , 5.096774194 , 0 
0 , 0 , 1 , 0 , 4.351206434 , 0.686562687 , 2.806762664 , 5.072386059 , 0 
1 , 1 , 0 , 1 , 4.372654156 , 0.683971575 , 2.803241895 , 5.08310992 , 1 
1 , 0 , 0 , 0 , 4.379679144 , 0.683454653 , 2.808781695 , 5.101604278 , 0 
1 , 1 , 1 , 0 , 4.332439678 , 0.698176292 , 2.6990134 , 5.037533512 , 1 
1 , 0 , 0 , 0 , 4.378016086 , 0.683349754 , 2.81030213 , 5.101876676 , 0 
0 , 0 , 1 , 0 , 4.382352941 , 0.683480826 , 2.808458019 , 5.104278075 , 0 
0 , 0 , 1 , 0 , 4.372654156 , 0.685315378 , 2.812092323 , 5.096514745 , 0 
0 , 0 , 1 , 0 , 4.344086022 , 0.684697366 , 2.818411416 , 5.067204301 , 0 
1 , 1 , 0 , 1 , 4.366800535 , 0.683971575 , 2.803241895 , 5.076305221 , 1 
0 , 0 , 1 , 0 , 4.383378016 , 0.683039669 , 2.809252845 , 5.107238606 , 0 
0 , 0 , 1 , 0 , 4.35026738 , 0.685383244 , 2.81242952 , 5.061497326 , 0 
1 , 1 , 1 , 1 , 4.221024259 , 0.681402439 , 2.837744839 , 4.851752022 , 1 
0 , 0 , 1 , 0 , 4.337801609 , 0.684893235 , 2.817294456 , 5.00536193 , 0 
0 , 0 , 1 , 0 , 4.385542169 , 0.68332022 , 2.808581674 , 5.108433735 , 0 
0 , 1 , 1 , 0 , 4.32884097 , 0.681335357 , 2.820101138 , 5.053908356 , 0 
0 , 0 , 1 , 0 , 4.345844504 , 0.686197523 , 2.825950951 , 5.061662198 , 0 
0 , 0 , 1 , 0 , 4.383378016 , 0.683039669 , 2.809252845 , 5.091152815 , 0 
0 , 0 , 1 , 0 , 4.289932886 , 0.69689441 , 2.843304097 , 5.004026846 , 0 
0 , 0 , 1 , 0 , 4.374832664 , 0.68329718 , 2.810278638 , 5.09772423 , 0 
0 , 0 , 1 , 0 , 4.35924933 , 0.685875818 , 2.749313456 , 5.069705094 , 0 
0 , 0 , 1 , 0 , 4.385542169 , 0.68332022 , 2.808581674 , 5.108433735 , 0 
0 , 0 , 1 , 0 , 4.372155288 , 0.684480379 , 2.811428571 , 5.089692102 , 0 
0 , 0 , 1 , 0 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 0 
0 , 0 , 1 , 0 , 4.385542169 , 0.68332022 , 2.808581674 , 5.108433735 , 0 
0 , 0 , 1 , 0 , 4.363636364 , 0.68438702 , 2.811653622 , 5.080213904 , 0 
0 , 0 , 1 , 0 , 4.372155288 , 0.684428656 , 2.809500062 , 5.095046854 , 0 
0 , 0 , 1 , 0 , 4.372155288 , 0.684480379 , 2.811428571 , 5.087014726 , 0 
0 , 0 , 1 , 0 , 4.364123159 , 0.6852566 , 2.811138924 , 5.076305221 , 0 
0 , 0 , 1 , 0 , 4.312247645 , 0.690500407 , 2.400555312 , 5.028263795 , 0 
0 , 0 , 1 , 0 , 4.376 , 0.683413627 , 2.807911001 , 5.096 , 0 
0 , 0 , 1 , 0 , 4.316778523 , 0.693151798 , 2.443696002 , 5.028187919 , 0 
0 , 0 , 1 , 0 , 4.360962567 , 0.685790725 , 2.747779519 , 5.07486631 , 0 
0 , 0 , 1 , 0 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 0 
0 , 0 , 1 , 0 , 4.385542169 , 0.68332022 , 2.808581674 , 5.108433735 , 0 
0 , 0 , 1 , 0 , 4.360699865 , 0.680111266 , 2.812616185 , 5.087483176 , 0 
1 , 1 , 0 , 1 , 4.361445783 , 0.683908614 , 2.802601951 , 5.073627845 , 1 
0 , 0 , 1 , 0 , 4.326639893 , 0.694820393 , 2.831980415 , 5.038821954 , 0 
0 , 1 , 0 , 0 , 4.347708895 , 0.678096571 , 2.814190027 , 5.075471698 , 0 
0 , 0 , 1 , 0 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 0 
0 , 0 , 1 , 0 , 4.385542169 , 0.68332022 , 2.808581674 , 5.108433735 , 0 
0 , 0 , 1 , 0 , 4.385542169 , 0.68332022 , 2.808581674 , 5.108433735 , 0 
1 , 1 , 0 , 1 , 4.369477912 , 0.683904076 , 2.805624689 , 5.078982597 , 1 
1 , 0 , 0 , 0 , 4.37751004 , 0.685316755 , 2.806435395 , 5.100401606 , 0 
0 , 1 , 1 , 1 , 4.323962517 , 0.692587724 , 2.806324629 , 5.033467202 , 1 
0 , 0 , 1 , 0 , 4.358768407 , 0.684372213 , 2.813979566 , 5.081659973 , 0 
1 , 1 , 1 , 1 , 4.222222222 , 0.672743246 , 2.835361864 , 4.924119241 , 1 
1 , 0 , 0 , 0 , 4.357526882 , 0.683389628 , 2.815359681 , 5.083333333 , 0 
0 , 1 , 0 , 0 , 4.383378016 , 0.683039669 , 2.809252845 , 5.107238606 , 0 
1 , 0 , 0 , 0 , 4.385542169 , 0.68332022 , 2.808581674 , 5.108433735 , 0 
0 , 0 , 1 , 0 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 0 
0 , 0 , 1 , 0 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 0 
1 , 0 , 1 , 0 , 4.385542169 , 0.68332022 , 2.808581674 , 5.108433735 , 0 
1 , 1 , 1 , 1 , 4.289156627 , 0.686926242 , 2.825365726 , 4.963855422 , 1 
0 , 0 , 1 , 0 , 4.385542169 , 0.68332022 , 2.808581674 , 5.108433735 , 0 
0 , 0 , 1 , 0 , 4.345381526 , 0.686879714 , 2.815622275 , 5.052208835 , 0 
0 , 0 , 1 , 0 , 4.37751004 , 0.683914843 , 2.776781203 , 5.092369478 , 0 
0 , 0 , 1 , 0 , 4.385026738 , 0.683413627 , 2.808134504 , 5.106951872 , 0 
0 , 1 , 1 , 1 , 4.385542169 , 0.68332022 , 2.808581674 , 5.108433735 , 1 
0 , 0 , 1 , 0 , 4.37852349 , 0.682477073 , 2.810148515 , 5.103355705 , 0 
0 , 0 , 1 , 0 , 4.382352941 , 0.683480826 , 2.808458019 , 5.104278075 , 0 
0 , 0 , 1 , 0 , 4.37751004 , 0.683914843 , 2.776781203 , 5.092369478 , 0 
0 , 0 , 1 , 0 , 4.360962567 , 0.685790725 , 2.747779519 , 5.07486631 , 0 
1 , 0 , 1 , 0 , 4.376 , 0.683413627 , 2.807911001 , 5.096 , 0 
0 , 0 , 1 , 0 , 4.372155288 , 0.684480379 , 2.811428571 , 5.089692102 , 0 
0 , 0 , 1 , 0 , 4.381842457 , 0.683413627 , 2.807911001 , 5.102803738 , 0 
0 , 0 , 1 , 0 , 4.345381526 , 0.686879714 , 2.815622275 , 5.052208835 , 0 
0 , 0 , 1 , 0 , 4.326639893 , 0.694820393 , 2.831980415 , 5.038821954 , 0 
0 , 0 , 1 , 0 , 4.345381526 , 0.686879714 , 2.815622275 , 5.052208835 , 0 
1 , 1 , 1 , 1 , 4.278820375 , 0.69667805 , 2.818097509 , 4.962466488 , 1 
0 , 0 , 1 , 0 , 4.376 , 0.683413627 , 2.807911001 , 5.096 , 0 
0 , 0 , 1 , 0 , 4.374331551 , 0.683577973 , 2.775686865 , 5.085561497 , 0 
1 , 1 , 0 , 1 , 4.344919786 , 0.690604428 , 2.680537681 , 5.021390374 , 1 
0 , 1 , 0 , 1 , 4.31409396 , 0.692495673 , 2.751279978 , 4.990604027 , 1 
1 , 0 , 0 , 0 , 4.379679144 , 0.684869394 , 2.805753596 , 5.101604278 , 0 
0 , 0 , 1 , 0 , 4.361445783 , 0.684731013 , 2.45327487 , 5.081659973 , 0 
0 , 0 , 1 , 0 , 4.37751004 , 0.683847443 , 2.758877796 , 5.089692102 , 0 
0 , 0 , 1 , 0 , 4.372654156 , 0.684335209 , 2.474004874 , 5.085790885 , 0 
1 , 0 , 0 , 0 , 4.383378016 , 0.683039669 , 2.809252845 , 5.107238606 , 0 
1 , 1 , 1 , 1 , 4.327077748 , 0.692587724 , 2.80656168 , 5.037533512 , 1 
0 , 0 , 1 , 0 , 4.371657754 , 0.68364532 , 2.809175449 , 5.088235294 , 0 
0 , 0 , 1 , 0 , 4.377005348 , 0.683334974 , 2.80910553 , 5.098930481 , 0 
0 , 0 , 1 , 0 , 4.345381526 , 0.686879714 , 2.815622275 , 5.052208835 , 0 
0 , 0 , 1 , 0 , 4.360962567 , 0.685790725 , 2.747779519 , 5.07486631 , 0 
0 , 0 , 1 , 0 , 4.360962567 , 0.685790725 , 2.747779519 , 5.07486631 , 0 
0 , 1 , 1 , 0 , 4.309973046 , 0.684925907 , 2.826125668 , 5.026954178 , 0 
0 , 0 , 1 , 0 , 4.373154362 , 0.682922014 , 2.811400248 , 5.097986577 , 0 
